task,worker,label,gt
t996,w513,3,3
t788,w485,3,3
t822,w593,5,5
t600,w184,4,4
t334,w707,3,5
t687,w768,5,5
t416,w267,5,5
t929,w105,3,3
t627,w280,3,3
t695,w622,2,2
t852,w556,3,1
t736,w640,4,4
t620,w246,3,3
t705,w171,1,3
t263,w49,3,5
t809,w114,3,3
t624,w831,1,3
t616,w48,3,3
t229,w747,3,3
t364,w456,5,5
t261,w337,5,4
t783,w4,3,3
t117,w526,3,1
t343,w126,5,5
t690,w289,3,1
t859,w730,5,5
t1050,w391,3,3
t630,w210,2,3
t44,w175,3,3
t467,w18,5,5
t901,w728,3,3
t803,w321,2,3
t787,w375,3,3
t385,w809,1,1
t175,w260,5,5
t267,w533,4,4
t280,w567,3,3
t16,w809,3,3
t34,w348,3,3
t962,w144,3,3
t330,w513,3,3
t88,w161,3,2
t14,w195,3,5
t319,w60,3,3
t319,w622,3,3
t656,w192,5,5
t153,w115,1,3
t63,w365,3,3
t88,w803,2,2
t323,w688,5,5
t392,w309,5,5
t183,w520,2,4
t694,w723,3,3
t115,w686,1,1
t352,w263,3,3
t137,w622,2,3
t825,w460,3,3
t685,w530,3,3
t140,w715,1,3
t248,w538,5,5
t612,w127,5,5
t794,w494,5,5
t608,w29,3,3
t1035,w513,3,3
t949,w505,1,3
t343,w462,5,5
t185,w713,3,3
t479,w276,4,5
t711,w719,1,3
t79,w144,3,3
t183,w834,4,4
t865,w123,3,3
t106,w771,5,5
t646,w700,3,3
t479,w220,5,5
t181,w623,1,3
t742,w147,5,5
t783,w438,4,3
t973,w25,5,5
t752,w143,3,3
t915,w148,3,3
t606,w497,1,1
t394,w195,1,5
t376,w84,3,3
t585,w164,1,5
t153,w48,3,3
t505,w146,4,4
t606,w26,5,1
t670,w278,3,3
t141,w767,5,5
t407,w817,5,3
t906,w570,5,5
t882,w41,5,5
t235,w534,3,3
t1014,w709,3,3
t425,w626,3,3
t870,w244,5,5
t766,w720,5,5
t692,w193,3,3
t40,w680,5,5
t123,w451,3,3
t16,w106,3,3
t509,w348,4,4
t152,w592,5,5
t1001,w478,3,3
t374,w572,3,3
t807,w826,3,3
t58,w54,3,3
t494,w620,3,3
t336,w146,1,3
t352,w62,3,3
t415,w364,3,3
t544,w100,3,3
t293,w597,4,5
t682,w451,5,5
t357,w835,1,5
t773,w250,3,3
t78,w297,2,2
t213,w420,3,1
t484,w545,1,5
t830,w214,3,3
t745,w131,1,5
t237,w816,3,3
t603,w194,3,3
t849,w783,5,5
t193,w607,5,5
t761,w361,3,3
t525,w805,3,3
t772,w100,5,4
t409,w698,3,3
t98,w593,5,5
t67,w146,5,5
t845,w335,1,4
t778,w65,3,3
t905,w352,3,3
t453,w771,3,3
t758,w243,1,1
t104,w823,3,3
t406,w797,3,3
t718,w599,2,3
t889,w599,4,5
t116,w706,3,3
t32,w126,5,5
t961,w92,5,5
t608,w60,3,3
t936,w761,1,1
t917,w803,1,3
t957,w199,5,5
t539,w21,3,3
t161,w736,3,3
t617,w300,5,5
t919,w745,5,5
t599,w33,3,3
t661,w585,1,3
t766,w629,5,5
t806,w708,5,5
t490,w296,4,4
t959,w502,4,4
t1044,w684,3,3
t78,w567,3,2
t94,w250,5,5
t654,w534,3,3
t140,w442,3,3
t11,w258,3,3
t942,w775,5,5
t278,w606,3,3
t444,w706,5,1
t212,w212,3,3
t713,w696,3,3
t703,w168,3,3
t182,w539,5,5
t903,w442,5,4
t887,w261,3,3
t965,w193,1,3
t652,w192,3,3
t350,w544,3,3
t798,w300,3,3
t374,w614,3,3
t553,w242,3,5
t258,w167,5,5
t638,w391,3,3
t650,w313,2,2
t3,w807,3,3
t289,w17,3,3
t537,w507,4,4
t228,w763,3,3
t965,w360,1,3
t810,w318,5,5
t3,w453,1,3
t169,w159,3,3
t814,w460,5,5
t397,w478,3,3
t817,w449,3,3
t138,w171,3,3
t777,w90,5,5
t634,w590,3,3
t387,w562,2,2
t606,w333,1,1
t11,w579,1,3
t216,w525,5,5
t292,w98,3,3
t688,w610,3,3
t165,w708,5,5
t650,w145,2,2
t438,w316,3,3
t63,w184,3,3
t151,w373,5,5
t569,w606,3,3
t330,w806,3,3
t133,w383,5,5
t906,w48,5,5
t929,w37,3,3
t248,w465,5,5
t315,w633,1,3
t869,w618,5,5
t678,w100,2,4
t594,w256,3,3
t462,w117,3,3
t56,w453,5,4
t533,w628,3,3
t900,w12,2,2
t879,w823,5,5
t420,w448,3,3
t661,w400,1,3
t175,w651,5,5
t523,w655,3,3
t328,w625,1,1
t686,w661,3,3
t911,w660,1,1
t719,w130,4,3
t103,w740,5,5
t308,w606,3,3
t107,w397,1,5
t525,w420,3,3
t167,w24,3,3
t270,w232,1,3
t1019,w104,5,5
t377,w802,3,3
t962,w142,3,3
t79,w588,3,3
t627,w741,3,3
t113,w274,5,5
t110,w30,3,2
t550,w434,5,5
t16,w525,3,3
t560,w340,2,2
t448,w314,3,3
t971,w351,3,3
t701,w546,1,5
t1030,w321,3,3
t494,w536,3,3
t561,w173,3,1
t600,w59,4,4
t342,w812,3,3
t225,w55,3,3
t755,w256,1,1
t838,w661,3,3
t528,w448,3,3
t251,w480,4,4
t787,w275,3,3
t342,w740,2,3
t344,w341,5,5
t1038,w477,3,3
t829,w585,3,3
t100,w158,1,3
t833,w594,3,3
t583,w472,5,5
t823,w305,2,3
t504,w774,3,3
t93,w248,5,3
t92,w275,3,3
t694,w243,3,3
t495,w74,3,3
t323,w574,5,5
t167,w18,3,3
t302,w628,5,5
t446,w273,1,5
t396,w376,1,3
t341,w121,3,2
t644,w597,5,1
t244,w48,3,3
t224,w478,1,1
t816,w713,3,3
t180,w97,5,5
t492,w51,3,3
t686,w110,3,3
t333,w162,3,3
t543,w665,3,3
t974,w84,3,3
t267,w368,4,4
t656,w802,5,5
t685,w395,3,3
t438,w23,3,3
t974,w494,3,3
t551,w519,1,1
t624,w194,3,3
t216,w113,5,5
t818,w387,1,5
t631,w198,2,2
t279,w578,5,5
t919,w115,5,5
t1015,w300,4,4
t613,w421,3,3
t345,w472,5,5
t995,w5,3,3
t805,w686,2,2
t299,w253,3,3
t65,w102,1,3
t267,w221,4,4
t920,w603,5,5
t350,w633,3,3
t724,w711,5,5
t169,w651,3,3
t828,w47,4,4
t619,w279,3,3
t883,w559,1,5
t766,w597,3,5
t302,w395,5,5
t108,w126,5,1
t974,w126,3,3
t713,w285,3,3
t521,w182,5,5
t366,w794,3,3
t438,w60,3,3
t257,w422,5,5
t947,w113,5,5
t947,w752,3,5
t806,w537,3,5
t762,w574,2,2
t422,w30,3,3
t623,w225,2,3
t973,w445,5,5
t337,w472,2,3
t157,w284,3,5
t1012,w436,1,3
t61,w584,3,3
t145,w768,2,2
t235,w536,3,3
t561,w686,1,1
t260,w554,3,3
t331,w818,3,5
t265,w35,4,5
t453,w500,3,3
t154,w783,5,5
t689,w99,2,2
t859,w761,5,5
t42,w740,3,3
t331,w704,5,5
t241,w811,2,2
t641,w634,5,5
t737,w825,2,2
t326,w799,3,3
t916,w516,5,5
t951,w19,3,3
t249,w292,3,3
t925,w485,1,1
t736,w148,4,4
t342,w249,2,3
t170,w495,5,5
t679,w680,1,3
t341,w802,2,2
t561,w39,2,1
t420,w200,3,3
t189,w182,1,1
t1013,w36,3,3
t59,w719,4,4
t104,w447,3,3
t810,w293,5,5
t741,w329,3,3
t196,w759,3,3
t286,w818,2,2
t756,w811,3,3
t631,w318,2,2
t327,w516,3,3
t706,w683,3,3
t1010,w441,5,5
t579,w615,3,3
t480,w6,3,1
t497,w370,5,5
t224,w526,1,1
t285,w468,5,5
t982,w353,3,3
t135,w275,3,3
t203,w21,3,3
t258,w298,5,5
t1019,w316,5,5
t563,w169,3,3
t745,w140,5,5
t646,w760,3,3
t734,w431,5,5
t903,w759,4,4
t96,w95,3,3
t723,w398,3,3
t665,w336,4,5
t818,w106,1,5
t641,w37,5,5
t766,w819,4,5
t411,w502,1,3
t317,w236,4,5
t669,w481,3,3
t618,w824,1,3
t163,w148,3,3
t208,w213,5,5
t976,w704,4,4
t533,w665,3,3
t547,w344,5,5
t76,w765,5,5
t166,w516,3,3
t968,w432,5,5
t422,w820,3,3
t248,w116,5,5
t519,w626,3,3
t647,w802,3,3
t165,w168,5,5
t421,w77,5,5
t992,w51,5,5
t434,w391,1,1
t429,w50,4,3
t474,w613,3,3
t599,w575,3,3
t527,w675,3,3
t160,w509,3,3
t2,w7,3,3
t294,w84,3,3
t824,w230,5,5
t409,w410,1,3
t526,w282,3,3
t364,w253,5,5
t2,w594,3,3
t460,w11,2,4
t828,w39,4,4
t575,w54,2,3
t862,w281,2,3
t612,w586,5,5
t1014,w391,3,3
t729,w590,3,3
t608,w206,3,3
t917,w147,3,3
t507,w272,3,3
t871,w74,5,5
t224,w420,1,1
t31,w48,5,5
t409,w828,3,3
t582,w332,2,3
t200,w196,5,1
t1003,w807,4,3
t732,w121,5,5
t264,w296,5,5
t901,w584,3,3
t377,w136,3,3
t659,w110,3,3
t388,w473,3,3
t370,w778,3,3
t361,w477,3,3
t520,w591,3,2
t882,w520,5,5
t710,w84,3,3
t450,w336,3,3
t1018,w24,5,5
t1049,w301,5,5
t879,w667,5,5
t22,w633,3,2
t311,w134,5,5
t982,w354,3,3
t971,w644,4,3
t659,w353,3,3
t1005,w94,5,5
t56,w691,5,4
t1002,w523,1,3
t919,w511,5,5
t557,w277,3,1
t267,w511,4,4
t844,w79,5,5
t827,w818,1,3
t713,w241,3,3
t623,w503,2,3
t712,w352,5,5
t548,w776,3,3
t742,w802,5,5
t881,w492,4,3
t358,w187,3,3
t289,w492,3,3
t954,w420,3,3
t629,w353,3,3
t728,w116,3,4
t847,w162,3,3
t368,w818,1,3
t624,w478,1,3
t216,w193,5,5
t695,w157,2,2
t507,w772,1,3
t828,w332,4,4
t571,w148,1,3
t1043,w806,2,3
t591,w240,5,5
t978,w79,2,2
t950,w273,3,3
t559,w565,4,1
t106,w724,5,5
t647,w181,2,3
t94,w427,5,5
t791,w800,3,3
t809,w178,3,3
t687,w407,5,5
t385,w787,1,1
t885,w717,1,5
t584,w150,3,3
t561,w818,1,1
t704,w644,5,5
t932,w619,5,5
t303,w415,3,1
t498,w378,5,5
t364,w750,5,5
t555,w48,5,5
t205,w519,1,3
t865,w700,3,3
t198,w578,3,3
t258,w480,5,5
t915,w49,3,3
t152,w398,5,5
t814,w382,5,5
t782,w42,3,3
t531,w101,5,5
t32,w288,5,5
t653,w807,4,4
t1009,w243,5,5
t1019,w442,5,5
t9,w812,3,3
t653,w393,4,4
t8,w438,3,3
t217,w420,4,5
t481,w790,5,5
t847,w491,3,3
t210,w314,5,4
t333,w200,3,3
t592,w715,1,3
t179,w560,4,5
t969,w200,3,3
t919,w110,5,5
t92,w215,3,3
t246,w57,5,5
t727,w165,3,3
t50,w243,3,3
t841,w239,5,5
t1037,w491,3,3
t479,w125,4,5
t540,w781,3,3
t471,w494,5,5
t427,w11,3,3
t603,w594,3,3
t1030,w426,3,3
t778,w492,3,3
t1043,w95,3,3
t907,w448,3,3
t468,w665,3,3
t81,w254,5,5
t640,w20,3,3
t919,w513,5,5
t916,w437,5,5
t801,w396,3,3
t898,w153,3,3
t175,w764,5,5
t1015,w434,4,4
t409,w463,1,3
t1047,w485,3,3
t504,w770,3,3
t393,w33,5,5
t753,w38,5,5
t60,w825,5,5
t316,w68,3,3
t642,w286,4,4
t230,w358,3,3
t968,w190,5,5
t144,w270,3,3
t685,w628,3,3
t108,w300,3,1
t992,w754,5,5
t1,w27,3,3
t385,w52,1,1
t313,w720,5,5
t556,w184,3,3
t301,w163,2,2
t363,w10,4,4
t225,w182,3,3
t368,w322,1,3
t99,w485,2,3
t543,w606,3,3
t946,w372,1,5
t849,w823,5,5
t504,w619,3,3
t732,w423,5,5
t968,w36,5,5
t386,w103,1,3
t588,w70,1,3
t778,w194,4,3
t400,w287,5,4
t540,w788,3,3
t559,w29,3,1
t634,w236,3,3
t537,w342,4,4
t838,w816,3,3
t50,w425,3,3
t12,w700,1,1
t681,w767,3,3
t974,w339,3,3
t1028,w202,2,2
t474,w802,3,3
t588,w737,3,3
t91,w423,3,3
t525,w337,3,3
t1047,w827,3,3
t422,w249,3,3
t902,w338,3,3
t962,w431,3,3
t654,w669,3,3
t1013,w457,2,3
t919,w172,4,5
t486,w335,2,2
t247,w570,3,3
t82,w169,2,2
t857,w168,3,3
t615,w395,3,3
t779,w811,3,3
t446,w718,5,5
t409,w213,1,3
t942,w439,5,5
t209,w35,3,3
t262,w420,5,1
t1026,w504,1,1
t1029,w50,5,5
t176,w512,5,5
t456,w252,5,5
t857,w498,3,3
t1018,w762,5,5
t161,w713,3,3
t747,w760,4,5
t48,w345,1,5
t924,w706,2,3
t204,w606,3,3
t220,w736,3,3
t904,w174,3,3
t1038,w769,3,3
t467,w767,3,5
t715,w504,3,3
t98,w409,1,5
t1035,w830,3,3
t835,w640,3,3
t929,w30,3,3
t596,w560,3,3
t882,w602,5,5
t216,w387,5,5
t148,w72,3,3
t1035,w410,3,3
t500,w340,3,3
t793,w195,3,3
t20,w240,2,2
t801,w767,1,3
t1022,w583,5,5
t206,w694,3,4
t102,w71,1,5
t603,w339,3,3
t138,w149,3,3
t1035,w424,3,3
t791,w550,3,3
t414,w665,3,3
t130,w542,4,5
t260,w553,3,3
t597,w530,1,3
t752,w446,3,3
t797,w818,5,5
t762,w691,2,2
t260,w390,1,3
t292,w734,3,3
t1006,w23,5,5
t452,w222,5,5
t781,w656,3,3
t652,w574,2,3
t196,w188,3,3
t48,w453,5,5
t534,w407,5,5
t165,w300,5,5
t261,w694,5,4
t551,w396,1,1
t542,w378,5,5
t365,w731,3,3
t502,w603,4,5
t586,w821,1,1
t1051,w630,2,3
t773,w569,3,3
t866,w344,3,3
t15,w262,3,1
t779,w148,3,3
t839,w606,3,3
t409,w803,1,3
t516,w291,3,3
t840,w519,1,1
t674,w245,4,4
t743,w479,3,3
t791,w117,3,3
t374,w426,3,3
t561,w660,3,1
t409,w519,1,3
t770,w154,5,5
t223,w51,5,4
t802,w632,5,5
t603,w505,3,3
t985,w15,5,5
t738,w267,3,3
t415,w451,3,3
t692,w247,3,3
t1037,w767,3,3
t987,w481,3,3
t407,w75,1,3
t574,w280,5,5
t754,w779,2,5
t752,w184,3,3
t1027,w822,3,3
t222,w584,2,3
t244,w447,3,3
t904,w469,3,3
t793,w701,3,3
t319,w745,3,3
t266,w342,5,5
t960,w607,5,1
t249,w480,3,3
t425,w757,3,3
t343,w605,5,5
t755,w252,1,1
t552,w159,3,5
t278,w269,3,3
t318,w674,1,1
t185,w158,1,3
t608,w297,3,3
t742,w608,5,5
t547,w401,5,5
t772,w126,5,4
t835,w497,3,3
t314,w341,3,2
t139,w818,5,5
t782,w184,1,3
t697,w652,3,3
t288,w323,3,3
t249,w664,1,3
t797,w453,5,5
t401,w336,1,1
t807,w387,3,3
t538,w826,5,5
t900,w609,2,2
t364,w247,3,5
t748,w820,5,5
t60,w462,5,5
t56,w345,1,4
t642,w164,4,4
t947,w276,3,5
t695,w303,2,2
t808,w144,3,3
t666,w691,3,3
t1008,w6,3,3
t816,w182,3,3
t608,w772,3,3
t274,w669,3,3
t258,w463,5,5
t947,w478,3,5
t337,w49,2,3
t982,w736,3,3
t1012,w655,3,3
t960,w66,1,1
t42,w140,3,3
t961,w706,5,5
t174,w309,5,5
t258,w399,5,5
t974,w767,3,3
t741,w302,3,3
t754,w787,1,5
t229,w530,3,3
t825,w273,3,3
t838,w274,3,3
t915,w829,3,3
t934,w833,5,5
t372,w607,2,3
t330,w253,3,3
t80,w452,1,1
t165,w351,5,5
t626,w500,3,3
t133,w755,5,5
t316,w79,3,3
t159,w110,1,3
t898,w204,3,3
t804,w697,1,3
t813,w180,3,3
t1003,w291,2,3
t247,w256,3,3
t210,w449,5,4
t115,w534,1,1
t307,w33,3,3
t756,w815,3,3
t88,w505,3,2
t55,w171,3,3
t1010,w98,5,5
t469,w310,5,5
t679,w18,3,3
t917,w95,1,3
t368,w60,3,3
t901,w65,2,3
t51,w238,5,5
t679,w505,1,3
t504,w672,1,3
t897,w776,3,3
t97,w314,3,3
t1030,w591,3,3
t934,w586,5,5
t1011,w518,3,3
t525,w455,3,3
t385,w382,1,1
t501,w681,3,3
t212,w225,3,3
t629,w31,3,3
t815,w446,3,3
t715,w770,3,3
t860,w184,5,3
t474,w62,3,3
t586,w80,3,1
t793,w47,3,3
t173,w714,3,3
t889,w680,5,5
t354,w461,4,4
t701,w516,5,5
t310,w279,1,1
t999,w364,3,3
t49,w325,2,3
t7,w51,3,3
t831,w518,3,3
t712,w157,5,5
t231,w542,1,3
t593,w715,5,5
t829,w451,3,3
t218,w344,5,5
t584,w472,3,3
t766,w156,5,5
t132,w58,3,3
t541,w801,1,5
t1036,w493,3,3
t436,w397,3,3
t816,w197,3,3
t995,w85,3,3
t838,w519,3,3
t842,w404,3,1
t279,w73,3,5
t278,w486,3,3
t679,w826,1,3
t938,w543,3,3
t428,w688,3,3
t228,w110,3,3
t822,w707,5,5
t166,w93,3,3
t163,w213,3,3
t1,w791,3,3
t731,w471,3,3
t73,w210,5,4
t333,w5,3,3
t340,w355,4,3
t90,w665,3,3
t114,w611,5,5
t184,w60,5,5
t106,w723,5,5
t519,w286,3,3
t400,w626,4,4
t577,w386,3,3
t154,w304,5,5
t991,w0,5,5
t807,w479,3,3
t1019,w65,4,5
t624,w13,1,3
t511,w223,1,3
t406,w236,3,3
t825,w324,3,3
t890,w734,3,3
t558,w147,3,3
t807,w361,3,3
t1019,w728,5,5
t558,w447,2,3
t631,w157,2,2
t470,w512,3,3
t158,w114,3,3
t113,w619,5,5
t369,w651,3,3
t355,w802,3,3
t424,w542,3,3
t150,w296,4,3
t171,w573,3,3
t805,w373,2,2
t225,w116,3,3
t302,w89,5,5
t355,w266,3,3
t685,w641,3,3
t39,w587,5,5
t156,w231,3,3
t34,w85,3,3
t224,w236,1,1
t215,w159,5,5
t753,w612,5,5
t261,w735,5,4
t367,w204,3,3
t39,w347,5,5
t881,w764,4,3
t1014,w510,3,3
t409,w23,1,3
t496,w665,4,4
t366,w174,3,3
t305,w198,5,3
t802,w260,5,5
t948,w722,5,5
t421,w434,5,5
t286,w186,3,2
t597,w84,4,3
t691,w574,5,5
t133,w704,3,5
t903,w342,2,4
t522,w114,3,3
t982,w741,3,3
t962,w426,3,3
t513,w61,4,4
t44,w32,3,3
t212,w428,3,3
t113,w763,5,5
t695,w238,2,2
t492,w338,3,3
t86,w429,3,3
t638,w516,3,3
t572,w524,5,5
t802,w764,5,5
t818,w547,1,5
t286,w298,3,2
t45,w830,5,5
t136,w532,3,3
t138,w623,3,3
t985,w507,5,5
t1042,w511,3,3
t64,w60,5,5
t228,w704,3,3
t727,w79,3,3
t328,w364,1,1
t1006,w578,5,5
t448,w74,1,3
t780,w662,3,3
t23,w302,3,3
t206,w212,4,4
t84,w244,1,3
t387,w194,3,2
t560,w802,2,2
t642,w222,4,4
t470,w421,3,3
t491,w421,5,5
t258,w594,5,5
t642,w330,4,4
t511,w378,3,3
t778,w37,1,3
t52,w134,5,5
t591,w149,5,5
t955,w829,3,3
t124,w56,1,1
t42,w498,3,3
t939,w454,3,3
t300,w278,3,3
t753,w755,5,5
t504,w191,3,3
t942,w629,5,5
t215,w87,5,5
t37,w150,1,3
t754,w165,1,5
t956,w321,3,3
t160,w285,3,3
t1024,w414,4,4
t777,w760,5,5
t261,w412,5,4
t144,w72,3,3
t896,w376,1,3
t543,w330,3,3
t447,w577,3,4
t50,w445,3,3
t931,w704,3,1
t815,w95,3,3
t351,w627,5,5
t458,w107,5,5
t62,w494,4,5
t156,w285,3,3
t545,w398,5,5
t210,w587,5,4
t723,w478,3,3
t858,w481,3,3
t719,w439,4,3
t42,w773,3,3
t87,w176,3,3
t111,w428,3,3
t694,w84,2,3
t321,w159,3,3
t994,w510,1,1
t9,w680,3,3
t182,w730,5,5
t257,w605,3,5
t818,w680,5,5
t717,w445,3,3
t553,w471,5,5
t338,w802,2,2
t684,w94,1,1
t972,w402,1,1
t796,w802,3,3
t379,w605,5,5
t695,w508,3,2
t559,w525,4,1
t666,w476,3,3
t311,w145,5,5
t216,w664,5,5
t402,w236,3,3
t782,w198,3,3
t428,w802,3,3
t189,w552,4,1
t92,w671,3,3
t692,w43,1,3
t549,w117,3,3
t471,w286,1,5
t603,w557,3,3
t992,w357,5,5
t710,w299,3,3
t714,w382,3,3
t849,w708,5,5
t593,w366,5,5
t703,w716,3,3
t794,w161,3,5
t380,w708,5,4
t817,w499,3,3
t860,w788,1,3
t578,w257,3,2
t936,w74,1,1
t881,w680,4,3
t330,w388,3,3
t792,w501,3,3
t720,w328,3,5
t883,w517,1,5
t16,w443,3,3
t630,w310,2,3
t785,w602,5,1
t68,w352,3,3
t269,w254,3,2
t730,w448,3,3
t89,w225,4,4
t407,w121,5,3
t546,w546,5,5
t533,w757,3,3
t985,w102,2,5
t711,w570,3,3
t52,w181,5,5
t781,w611,3,3
t1045,w82,3,3
t558,w566,3,3
t847,w85,3,3
t204,w444,3,3
t518,w628,3,3
t595,w709,5,5
t962,w468,3,3
t286,w492,2,2
t787,w512,3,3
t444,w673,1,1
t379,w324,5,5
t95,w156,3,3
t1019,w513,5,5
t910,w599,3,3
t898,w23,3,3
t339,w208,3,3
t267,w292,5,4
t579,w741,3,3
t141,w236,5,5
t572,w793,5,5
t412,w758,3,3
t287,w577,3,3
t622,w263,4,4
t796,w598,3,3
t63,w730,3,3
t747,w58,3,5
t643,w546,5,5
t773,w585,1,3
t554,w297,1,1
t694,w500,2,3
t755,w185,5,1
t1004,w416,5,3
t877,w365,3,3
t910,w425,3,3
t415,w202,3,3
t721,w292,5,5
t742,w187,5,5
t806,w386,5,5
t998,w621,1,3
t882,w739,5,5
t897,w228,3,3
t1033,w530,3,3
t315,w743,3,3
t561,w826,3,1
t737,w140,3,2
t669,w317,3,3
t421,w268,5,5
t1043,w818,3,3
t94,w394,5,5
t612,w512,5,5
t743,w795,3,3
t434,w286,2,1
t598,w777,1,3
t860,w401,5,3
t572,w32,5,5
t424,w826,3,3
t757,w80,3,2
t670,w741,3,3
t165,w680,5,5
t56,w159,4,4
t216,w339,5,5
t842,w743,3,1
t910,w494,3,3
t152,w645,4,5
t1024,w317,5,4
t775,w615,3,3
t984,w290,3,1
t331,w340,1,5
t258,w798,5,5
t644,w819,1,1
t336,w612,3,3
t741,w149,3,3
t624,w558,1,3
t24,w502,5,5
t1008,w50,3,3
t715,w807,1,3
t966,w402,3,3
t696,w15,2,3
t1034,w504,3,3
t87,w103,3,3
t700,w648,5,5
t790,w236,3,3
t608,w67,3,3
t128,w403,2,3
t267,w525,4,4
t406,w745,3,3
t886,w798,5,5
t130,w447,5,5
t745,w708,5,5
t489,w235,3,3
t100,w303,3,3
t517,w449,5,5
t279,w824,5,5
t821,w365,5,5
t493,w396,3,3
t207,w503,3,3
t601,w603,3,3
t863,w342,3,3
t35,w357,3,5
t928,w646,3,3
t821,w761,5,5
t441,w34,3,3
t485,w32,3,3
t292,w397,3,3
t498,w2,5,5
t31,w209,5,5
t101,w235,2,2
t397,w169,3,3
t489,w527,2,3
t66,w702,5,5
t550,w569,4,5
t495,w583,3,3
t218,w607,5,5
t858,w671,3,3
t588,w452,1,3
t733,w707,3,5
t901,w494,2,3
t110,w404,3,2
t51,w503,5,5
t774,w254,5,5
t473,w47,5,5
t267,w604,4,4
t984,w376,1,1
t272,w662,3,3
t956,w662,3,3
t180,w715,1,5
t144,w453,3,3
t333,w781,3,3
t506,w214,5,4
t166,w55,3,3
t0,w58,2,2
t873,w246,4,3
t796,w383,3,3
t653,w228,5,4
t163,w590,3,3
t490,w126,4,4
t179,w335,4,5
t743,w696,3,3
t742,w715,5,5
t766,w233,5,5
t469,w700,5,5
t549,w699,3,3
t294,w830,3,3
t543,w702,3,3
t535,w136,3,5
t577,w199,3,3
t613,w46,1,3
t871,w453,5,5
t769,w413,3,3
t37,w829,3,3
t537,w521,5,4
t781,w72,3,3
t980,w291,4,5
t715,w353,3,3
t681,w112,3,3
t517,w206,5,5
t837,w749,3,3
t583,w832,5,5
t493,w676,3,3
t230,w780,3,3
t883,w67,1,5
t847,w513,3,3
t303,w198,3,1
t729,w495,3,3
t537,w396,4,4
t7,w467,3,3
t579,w340,3,3
t783,w660,3,3
t512,w364,3,3
t931,w38,3,1
t971,w12,4,3
t647,w11,3,3
t824,w678,5,5
t396,w233,5,3
t915,w815,3,3
t412,w70,1,3
t873,w60,4,3
t259,w50,3,3
t818,w358,5,5
t588,w219,1,3
t30,w653,3,3
t450,w743,3,3
t613,w793,3,3
t994,w280,1,1
t571,w497,3,3
t973,w782,5,5
t321,w371,3,3
t511,w720,3,3
t799,w497,3,3
t154,w369,5,5
t69,w275,4,4
t292,w465,3,3
t657,w670,5,5
t678,w80,4,4
t314,w659,3,2
t658,w639,3,3
t732,w494,5,5
t1036,w673,3,3
t710,w724,3,3
t1031,w114,5,5
t854,w79,5,5
t300,w770,3,3
t31,w267,5,5
t762,w313,2,2
t1013,w84,2,3
t1034,w340,2,3
t344,w400,5,5
t551,w410,5,1
t122,w557,3,3
t933,w656,5,5
t512,w414,3,3
t340,w655,4,3
t775,w799,3,3
t193,w15,5,5
t385,w698,1,1
t889,w518,4,5
t796,w134,3,3
t209,w731,3,3
t368,w154,3,3
t571,w453,3,3
t189,w568,3,1
t963,w522,5,5
t382,w530,1,1
t104,w719,3,3
t57,w683,3,3
t592,w269,5,3
t827,w191,3,3
t258,w447,5,5
t499,w573,3,3
t741,w244,3,3
t481,w337,5,5
t782,w11,3,3
t537,w441,2,4
t234,w137,5,3
t789,w50,3,3
t189,w808,5,1
t722,w57,3,3
t2,w304,3,3
t435,w542,3,3
t728,w759,4,4
t28,w800,5,5
t435,w763,3,3
t661,w665,1,3
t276,w22,3,3
t278,w52,3,3
t471,w87,3,5
t1003,w507,3,3
t703,w324,3,3
t516,w821,3,3
t312,w205,3,3
t513,w727,5,4
t569,w687,3,3
t380,w304,5,4
t1003,w821,4,3
t728,w646,4,4
t594,w436,3,3
t103,w168,5,5
t726,w263,3,3
t258,w95,5,5
t740,w109,3,3
t220,w529,3,3
t648,w459,2,2
t278,w384,3,3
t885,w62,5,5
t928,w687,3,3
t427,w84,3,3
t102,w148,1,5
t1019,w456,5,5
t208,w446,5,5
t787,w764,3,3
t782,w352,3,3
t264,w416,5,5
t61,w493,3,3
t216,w86,5,5
t380,w564,5,4
t761,w745,3,3
t276,w223,3,3
t618,w597,1,3
t170,w484,5,5
t890,w1,3,3
t253,w277,2,3
t562,w706,3,3
t693,w578,5,5
t393,w594,5,5
t88,w339,2,2
t401,w524,1,1
t713,w231,3,3
t300,w807,3,3
t770,w16,5,5
t650,w139,3,2
t268,w699,5,5
t357,w478,3,5
t90,w757,3,3
t640,w39,3,3
t687,w758,1,5
t743,w54,3,3
t807,w790,3,3
t951,w324,3,3
t272,w142,3,3
t197,w209,3,3
t494,w593,3,3
t549,w2,3,3
t247,w37,3,3
t193,w795,5,5
t442,w255,5,5
t291,w47,5,5
t501,w685,3,3
t16,w686,3,3
t286,w529,2,2
t273,w168,3,3
t144,w715,3,3
t624,w226,3,3
t463,w2,3,3
t555,w743,5,5
t733,w157,5,5
t704,w773,5,5
t799,w531,3,3
t678,w821,4,4
t272,w755,3,3
t498,w511,5,5
t162,w711,3,3
t889,w556,4,5
t813,w607,2,3
t908,w788,3,3
t220,w717,3,3
t653,w413,4,4
t437,w110,5,5
t753,w733,5,5
t753,w662,5,5
t567,w275,3,3
t513,w318,4,4
t985,w567,5,5
t806,w19,4,5
t595,w207,1,5
t680,w585,3,3
t653,w437,2,4
t561,w511,1,1
t409,w752,1,3
t352,w732,3,3
